task_id,filename,category,difficulty,generator_provider,generator_model,reference_length,dart_source_chars,function_chars,tests_count,tests_chars,assembly_chars,assembly_lines,cfg_blocks,region_count_ceil_blocks_div_16,blocks_over_first_region,edge_records,cfg_edge_count,dataflow_edge_count,parsed_instruction_count,isolated_nodes,unreachable_nodes,compile_successes_of_10,pass_successes_of_10,any_compile,any_pass,compile_at_1,compile_at_5,pass_at_1,pass_at_5,pass_at_10,mean_codebleu_all_candidates,mean_codebleu_compiled_candidates,long_reference_ge_1000,semantic_failure_all_10
syn_0145,syn_0145.dart,"integer date and duration arithmetic (day indices, intervals, no DateTime)",hard,or_nemotron,nvidia/nemotron-3-ultra-550b-a55b,1497,1497,26,1,1258,10047,221,73,5,57,347,105,242,214,0,0,9,0,1,0,0.9,1.0,0.0,0.0,0.0,0.661994,0.66325,1,1
syn_0152,syn_0152.dart,Map/Set based frequency counting and grouping,medium,or_nemotron,nvidia/nemotron-3-ultra-550b-a55b,1082,1082,24,1,1503,12187,287,50,4,34,181,68,113,278,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.5652429999999999,0.647776,1,1
syn_0173,syn_0173.dart,"numeric algorithms (gcd, primes, base conversion, modular arithmetic)",medium,or_nemotron,nvidia/nemotron-3-ultra-550b-a55b,1498,1498,22,1,1148,23155,519,133,9,117,678,186,492,512,0,0,6,0,1,0,0.6,1.0,0.0,0.0,0.0,0.643303,0.6678700000000001,1,1
syn_0177,syn_0177.dart,Map/Set based frequency counting and grouping,medium,or_nemotron,nvidia/nemotron-3-ultra-550b-a55b,1164,1164,36,1,1364,19564,445,102,7,86,442,146,296,438,0,0,1,0,1,0,0.1,0.5,0.0,0.0,0.0,0.701219,0.71277,1,1
syn_0181,syn_0181.dart,"string encoding/decoding (run-length, caesar, simple checksums)",medium,or_nemotron,nvidia/nemotron-3-ultra-550b-a55b,1118,1118,18,1,1536,11999,279,50,4,34,214,67,147,272,0,0,1,0,1,0,0.1,0.5,0.0,0.0,0.0,0.505269,0.58576,1,1
syn_0184,syn_0184.dart,two-pointer and sliding-window techniques,medium,or_nemotron,nvidia/nemotron-3-ultra-550b-a55b,1150,1150,16,1,1237,20558,455,115,8,99,598,164,434,448,0,0,7,0,1,0,0.7,1.0,0.0,0.0,0.0,0.651624,0.6507985714285714,1,1
syn_0189,syn_0189.dart,"list/collection transformations (map, fold, dedupe, partition)",hard,or_nemotron,nvidia/nemotron-3-ultra-550b-a55b,1667,1667,27,1,1516,19739,461,86,6,70,436,120,316,452,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.584485,0.6396499999999999,1,1
syn_0195,syn_0195.dart,matrix / 2D grid traversal and transformation,medium,or_nemotron,nvidia/nemotron-3-ultra-550b-a55b,1485,1485,27,1,1419,21136,486,104,7,88,500,147,353,479,0,0,1,0,1,0,0.1,0.5,0.0,0.0,0.0,0.610959,0.68731,1,1
syn_0201,syn_0201.dart,matrix / 2D grid traversal and transformation,hard,or_nemotron,nvidia/nemotron-3-ultra-550b-a55b,1392,1392,15,1,1456,24227,567,105,7,89,896,153,743,560,0,0,2,0,1,0,0.2,0.7777777777777778,0.0,0.0,0.0,0.395354,0.43144499999999997,1,1
syn_0207,syn_0207.dart,"numeric algorithms (gcd, primes, base conversion, modular arithmetic)",hard,or_nemotron,nvidia/nemotron-3-ultra-550b-a55b,1261,1261,26,1,1398,16153,369,83,6,67,471,117,354,362,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.639324,0.6033,1,1
syn_0211,syn_0211.dart,"state machine simulation (parsers for tiny grammars, token scanners)",medium,or_nemotron,nvidia/nemotron-3-ultra-550b-a55b,1185,1185,21,1,1527,12273,275,58,4,42,236,81,155,268,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.6305959999999999,0.6261180000000001,1,1
syn_0231,syn_0231.dart,"stack/queue simulation (matching brackets, RPN evaluation, undo logs)",hard,or_nemotron,nvidia/nemotron-3-ultra-550b-a55b,1829,1829,25,1,1275,29815,678,147,10,131,674,213,461,671,0,0,2,0,1,0,0.2,0.7777777777777778,0.0,0.0,0.0,0.6678580000000001,0.6486350000000001,1,1
syn_0241,syn_0241.dart,"search problems (binary search variants, kth element)",medium,or_nemotron,nvidia/nemotron-3-ultra-550b-a55b,1360,1360,17,1,1891,8871,198,48,3,32,245,67,178,191,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.651868,0.656684,1,1
syn_0262,syn_0262.dart,"search problems (binary search variants, kth element)",hard,or_deepseek,deepseek/deepseek-v4-pro,1046,1046,14,1,1274,9483,216,52,4,36,230,72,158,207,0,0,6,0,1,0,0.6,1.0,0.0,0.0,0.0,0.664436,0.6747566666666667,1,1
syn_0267,syn_0267.dart,string parsing and tokenization,medium,or_deepseek,deepseek/deepseek-v4-pro,1160,1160,17,1,1190,12183,278,57,4,41,310,78,232,271,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.580472,0.6425375,1,1
syn_0282,syn_0282.dart,Map/Set based frequency counting and grouping,medium,or_deepseek,deepseek/deepseek-v4-pro,1337,1337,25,1,1949,14648,337,55,4,39,226,73,153,330,0,0,1,0,1,0,0.1,0.5,0.0,0.0,0.0,0.659241,0.65418,1,1
syn_0314,syn_0314.dart,"search problems (binary search variants, kth element)",hard,or_deepseek,deepseek/deepseek-v4-pro,1146,1146,25,1,1245,4733,111,33,3,17,130,41,89,104,0,0,9,0,1,0,0.9,1.0,0.0,0.0,0.0,0.6483019999999999,0.6584633333333333,1,1
syn_0319,syn_0319.dart,"state machine simulation (parsers for tiny grammars, token scanners)",medium,or_deepseek,deepseek/deepseek-v4-pro,1427,1427,20,1,1361,18991,429,83,6,67,407,123,284,422,0,0,6,0,1,0,0.6,1.0,0.0,0.0,0.0,0.709704,0.7167633333333333,1,1
syn_0330,syn_0330.dart,"numeric algorithms (gcd, primes, base conversion, modular arithmetic)",medium,or_deepseek,deepseek/deepseek-v4-pro,1138,1138,25,1,1248,6899,149,51,4,35,323,72,251,142,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.603984,0.6414500000000001,1,1
syn_0331,syn_0331.dart,sorting and ordering with custom comparators,hard,or_deepseek,deepseek/deepseek-v4-pro,1332,1332,23,1,1076,19170,429,106,7,90,399,146,253,420,0,0,1,0,1,0,0.1,0.5,0.0,0.0,0.0,0.635631,0.67537,1,1
syn_0348,syn_0348.dart,"string encoding/decoding (run-length, caesar, simple checksums)",hard,or_deepseek,deepseek/deepseek-v4-pro,1870,1870,29,1,1106,12820,289,79,5,63,339,110,229,282,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.34555199999999997,0.398275,1,1
syn_0376,syn_0376.dart,"geometry on integer coordinates (areas, overlaps, manhattan distance)",easy,or_deepseek,deepseek/deepseek-v4-pro,1044,1044,19,1,1509,15048,350,61,4,45,270,85,185,341,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.6681060000000001,0.6927233333333334,1,1
syn_0378,syn_0378.dart,matrix / 2D grid traversal and transformation,medium,or_deepseek,deepseek/deepseek-v4-pro,2195,2195,12,1,1246,16145,357,89,6,73,441,127,314,350,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.621666,0.678355,1,1
syn_0382,syn_0382.dart,"geometry on integer coordinates (areas, overlaps, manhattan distance)",medium,or_deepseek,deepseek/deepseek-v4-pro,1145,1145,15,1,1332,11499,265,63,4,47,304,87,217,258,0,0,2,0,1,0,0.2,0.7777777777777778,0.0,0.0,0.0,0.6451330000000001,0.6441950000000001,1,1
syn_0414,syn_0414.dart,"list/collection transformations (map, fold, dedupe, partition)",medium,or_kimi,moonshotai/kimi-k2.6,1543,1543,25,1,1329,18292,414,92,6,76,466,126,340,405,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.689345,0.683652,1,1
syn_0419,syn_0419.dart,matrix / 2D grid traversal and transformation,medium,or_kimi,moonshotai/kimi-k2.6,1393,1393,21,1,1738,22165,506,114,8,98,512,165,347,499,0,0,1,0,1,0,0.1,0.5,0.0,0.0,0.0,0.665432,0.65334,1,1
syn_0438,syn_0438.dart,Map/Set based frequency counting and grouping,medium,or_kimi,moonshotai/kimi-k2.6,1255,1255,24,1,1365,16003,375,60,4,44,258,82,176,366,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.62921,0.63931,1,1
syn_0447,syn_0447.dart,"numeric algorithms (gcd, primes, base conversion, modular arithmetic)",hard,or_kimi,moonshotai/kimi-k2.6,1097,1097,21,1,1337,3445,83,21,2,5,83,26,57,76,0,0,8,0,1,0,0.8,1.0,0.0,0.0,0.0,0.650375,0.650405,1,1
syn_0453,syn_0453.dart,"list/collection transformations (map, fold, dedupe, partition)",hard,or_kimi,moonshotai/kimi-k2.6,1403,1403,18,1,1252,21506,500,96,6,80,459,134,325,493,0,0,2,0,1,0,0.2,0.7777777777777778,0.0,0.0,0.0,0.680968,0.7335149999999999,1,1
syn_0455,syn_0455.dart,"bit manipulation (masks, popcount, rotations, flags)",medium,or_kimi,moonshotai/kimi-k2.6,1425,1425,21,1,1163,4420,96,36,3,20,103,52,51,89,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.609995,0.642128,1,1
syn_0477,syn_0477.dart,"dynamic programming on 1D/2D arrays (small, iterative)",hard,or_kimi,moonshotai/kimi-k2.6,1389,1389,24,1,1127,11594,264,55,4,39,227,77,150,257,0,0,6,0,1,0,0.6,1.0,0.0,0.0,0.0,0.5676910000000001,0.6037883333333333,1,1
syn_0482,syn_0482.dart,Map/Set based frequency counting and grouping,medium,or_kimi,moonshotai/kimi-k2.6,1142,1142,36,1,1208,9066,205,47,3,31,187,65,122,198,0,0,7,0,1,0,0.7,1.0,0.0,0.0,0.0,0.7240960000000001,0.7233499999999999,1,1
syn_0495,syn_0495.dart,"list/collection transformations (map, fold, dedupe, partition)",hard,or_kimi,moonshotai/kimi-k2.6,1494,1494,23,1,1332,23989,551,98,7,82,387,135,252,542,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6265240000000001,,1,1
syn_0538,syn_0538.dart,string parsing and tokenization,hard,or_qwen_max,qwen/qwen3.7-max,2183,2183,22,1,1440,41331,973,155,10,139,649,213,436,962,0,0,2,0,1,0,0.2,0.7777777777777778,0.0,0.0,0.0,0.620538,0.58621,1,1
syn_0540,syn_0540.dart,"stack/queue simulation (matching brackets, RPN evaluation, undo logs)",medium,or_qwen_max,qwen/qwen3.7-max,1010,1010,29,1,1492,15126,343,69,5,53,307,97,210,336,0,0,7,0,1,0,0.7,1.0,0.0,0.0,0.0,0.621384,0.6576385714285714,1,1
syn_0552,syn_0552.dart,"geometry on integer coordinates (areas, overlaps, manhattan distance)",hard,or_qwen_max,qwen/qwen3.7-max,1785,1785,22,1,1315,42520,994,204,13,188,932,291,641,985,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.405799,0.4114375,1,1
syn_0588,syn_0588.dart,"bit manipulation (masks, popcount, rotations, flags)",hard,or_qwen_max,qwen/qwen3.7-max,1208,1208,17,1,1397,8233,185,47,3,31,295,64,231,178,0,0,2,0,1,0,0.2,0.7777777777777778,0.0,0.0,0.0,0.574579,0.6663,1,1
syn_0592,syn_0592.dart,"dynamic programming on 1D/2D arrays (small, iterative)",medium,or_qwen_max,qwen/qwen3.7-max,1532,1532,17,1,1186,37832,888,166,11,150,893,240,653,881,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.667551,0.67893,1,1
syn_0600,syn_0600.dart,"geometry on integer coordinates (areas, overlaps, manhattan distance)",hard,or_qwen_max,qwen/qwen3.7-max,2037,2037,26,1,1463,41296,951,184,12,168,1015,265,750,944,0,0,8,0,1,0,0.8,1.0,0.0,0.0,0.0,0.631038,0.622085,1,1
syn_0611,syn_0611.dart,"list/collection transformations (map, fold, dedupe, partition)",hard,or_qwen_max,qwen/qwen3.7-max,1617,1617,20,1,1145,8109,189,40,3,24,165,53,112,182,0,0,7,0,1,0,0.7,1.0,0.0,0.0,0.0,0.672464,0.6762199999999999,1,1
syn_0625,syn_0625.dart,"state machine simulation (parsers for tiny grammars, token scanners)",hard,or_qwen_max,qwen/qwen3.7-max,1178,1178,22,1,1156,11809,283,51,4,35,182,65,117,276,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.5657099999999999,0.6036033333333334,1,1
syn_0631,syn_0631.dart,matrix / 2D grid traversal and transformation,hard,or_qwen_max,qwen/qwen3.7-max,1226,1226,25,1,1322,15336,354,62,4,46,327,85,242,347,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.386876,0.40621666666666667,1,1
syn_0632,syn_0632.dart,"stack/queue simulation (matching brackets, RPN evaluation, undo logs)",medium,or_qwen_max,qwen/qwen3.7-max,1146,1146,23,1,1393,17143,386,67,5,51,324,92,232,379,0,0,8,0,1,0,0.8,1.0,0.0,0.0,0.0,0.593388,0.60464875,1,1
syn_0650,syn_0650.dart,"state machine simulation (parsers for tiny grammars, token scanners)",medium,or_qwen_max,qwen/qwen3.7-max,1469,1469,25,1,1177,9607,215,50,4,34,192,70,122,208,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.646523,0.642976,1,1
syn_0660,syn_0660.dart,"bit manipulation (masks, popcount, rotations, flags)",hard,or_qwen_max,qwen/qwen3.7-max,1096,1096,18,1,1097,4474,101,30,2,14,159,39,120,94,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.530598,0.600718,1,1
syn_0670,syn_0670.dart,"search problems (binary search variants, kth element)",medium,or_qwen_max,qwen/qwen3.7-max,1097,1097,20,1,1410,8076,191,40,3,24,190,53,137,184,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.630119,0.6907866666666665,1,1
syn_0674,syn_0674.dart,"string encoding/decoding (run-length, caesar, simple checksums)",medium,or_qwen_max,qwen/qwen3.7-max,1149,1149,22,1,1202,7644,179,37,3,21,149,47,102,172,0,0,10,0,1,0,1.0,1.0,0.0,0.0,0.0,0.6760200000000001,0.6760200000000001,1,1
syn_0681,syn_0681.dart,"list/collection transformations (map, fold, dedupe, partition)",medium,or_qwen_max,qwen/qwen3.7-max,1087,1087,20,1,1248,9201,203,50,4,34,360,76,284,196,0,0,6,0,1,0,0.6,1.0,0.0,0.0,0.0,0.623143,0.651175,1,1
syn_0690,syn_0690.dart,"recursion (trees, divide and conquer, backtracking on small inputs)",medium,or_qwen_max,qwen/qwen3.7-max,1030,1030,21,1,1322,12299,297,48,3,32,173,65,108,288,0,0,8,0,1,0,0.8,1.0,0.0,0.0,0.0,0.614483,0.64334125,1,1
syn_0700,syn_0700.dart,"bit manipulation (masks, popcount, rotations, flags)",medium,or_qwen_max,qwen/qwen3.7-max,1031,1031,22,1,1308,13855,324,62,4,46,306,82,224,317,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.605766,0.62102,1,1
syn_0701,syn_0701.dart,sorting and ordering with custom comparators,medium,or_qwen_max,qwen/qwen3.7-max,1132,1132,22,1,2182,14830,349,60,4,44,211,78,133,338,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.6066659999999999,0.6625366666666667,1,1
syn_0705,syn_0705.dart,"integer date and duration arithmetic (day indices, intervals, no DateTime)",hard,or_qwen_max,qwen/qwen3.7-max,1447,1447,15,1,1350,12816,291,68,5,52,300,97,203,284,0,0,7,0,1,0,0.7,1.0,0.0,0.0,0.0,0.685407,0.69395,1,1
syn_0707,syn_0707.dart,"recursion (trees, divide and conquer, backtracking on small inputs)",hard,or_qwen_max,qwen/qwen3.7-max,1349,1349,28,1,1291,15581,369,70,5,54,277,95,182,360,0,0,2,0,1,0,0.2,0.7777777777777778,0.0,0.0,0.0,0.626441,0.63723,1,1
syn_0716,syn_0716.dart,sorting and ordering with custom comparators,hard,or_qwen_max,qwen/qwen3.7-max,1994,1994,20,1,1400,22834,549,91,6,75,395,124,271,542,0,0,8,0,1,0,0.8,1.0,0.0,0.0,0.0,0.443102,0.4447,1,1
syn_0718,syn_0718.dart,Map/Set based frequency counting and grouping,medium,or_qwen_max,qwen/qwen3.7-max,1000,1000,29,1,1367,16864,384,77,5,61,317,109,208,375,0,0,2,0,1,0,0.2,0.7777777777777778,0.0,0.0,0.0,0.489561,0.6207750000000001,1,1
syn_0742,syn_0742.dart,"list/collection transformations (map, fold, dedupe, partition)",hard,or_qwen_plus,qwen/qwen3.7-plus,1173,1173,32,1,1348,11451,277,38,3,22,124,48,76,266,0,0,8,0,1,0,0.8,1.0,0.0,0.0,0.0,0.657897,0.650335,1,1
syn_0743,syn_0743.dart,"state machine simulation (parsers for tiny grammars, token scanners)",medium,or_qwen_plus,qwen/qwen3.7-plus,1051,1051,24,1,1016,8853,188,45,3,29,249,65,184,181,0,0,10,0,1,0,1.0,1.0,0.0,0.0,0.0,0.665468,0.665468,1,1
syn_0752,syn_0752.dart,"dynamic programming on 1D/2D arrays (small, iterative)",easy,or_qwen_plus,qwen/qwen3.7-plus,1000,1000,22,1,1489,11912,261,68,5,52,438,101,337,254,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.325647,0.40335000000000004,1,1
syn_0757,syn_0757.dart,"stack/queue simulation (matching brackets, RPN evaluation, undo logs)",medium,or_qwen_plus,qwen/qwen3.7-plus,1071,1071,22,1,1479,15982,361,59,4,43,269,81,188,354,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.616064,0.582634,1,1
syn_0760,syn_0760.dart,sorting and ordering with custom comparators,hard,or_qwen_plus,qwen/qwen3.7-plus,1202,1202,44,1,1310,20675,493,94,6,78,322,126,196,482,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.399808,,1,1
syn_0770,syn_0770.dart,Map/Set based frequency counting and grouping,hard,or_qwen_plus,qwen/qwen3.7-plus,1117,1117,23,1,1270,16392,395,59,4,43,213,75,138,382,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.567893,0.6273033333333333,1,1
syn_0775,syn_0775.dart,two-pointer and sliding-window techniques,medium,or_qwen_plus,qwen/qwen3.7-plus,1526,1526,23,1,1066,21082,474,119,8,103,463,170,293,467,0,0,6,0,1,0,0.6,1.0,0.0,0.0,0.0,0.662962,0.6608133333333334,1,1
syn_0777,syn_0777.dart,"string encoding/decoding (run-length, caesar, simple checksums)",hard,or_qwen_plus,qwen/qwen3.7-plus,1146,1146,22,1,1248,9347,214,46,3,30,215,61,154,207,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.614821,0.61805,1,1
syn_0781,syn_0781.dart,string parsing and tokenization,medium,or_qwen_plus,qwen/qwen3.7-plus,1080,1080,23,1,1375,9536,215,53,4,37,280,72,208,208,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.351771,0.3585175,1,1
syn_0783,syn_0783.dart,matrix / 2D grid traversal and transformation,medium,or_qwen_plus,qwen/qwen3.7-plus,1177,1177,17,1,1121,16505,358,73,5,57,418,105,313,351,0,0,6,0,1,0,0.6,1.0,0.0,0.0,0.0,0.627823,0.6183500000000001,1,1
syn_0787,syn_0787.dart,"numeric algorithms (gcd, primes, base conversion, modular arithmetic)",medium,or_qwen_plus,qwen/qwen3.7-plus,1408,1408,21,1,1309,17347,401,74,5,58,312,99,213,394,0,0,9,0,1,0,0.9,1.0,0.0,0.0,0.0,0.679884,0.6763088888888888,1,1
syn_0788,syn_0788.dart,Map/Set based frequency counting and grouping,medium,or_qwen_plus,qwen/qwen3.7-plus,1133,1133,24,1,1221,12929,306,58,4,42,199,76,123,299,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.568922,0.6010366666666668,1,1
syn_0795,syn_0795.dart,"search problems (binary search variants, kth element)",hard,or_qwen_plus,qwen/qwen3.7-plus,1471,1471,21,1,1526,13631,301,88,6,72,562,129,433,294,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.605684,0.584035,1,1
syn_0805,syn_0805.dart,"integer date and duration arithmetic (day indices, intervals, no DateTime)",medium,or_qwen_plus,qwen/qwen3.7-plus,1057,1057,22,1,1343,11526,269,51,4,35,244,70,174,262,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.589795,0.58886,1,1
syn_0807,syn_0807.dart,string parsing and tokenization,medium,or_qwen_plus,qwen/qwen3.7-plus,1055,1055,19,1,1334,9567,218,49,4,33,230,67,163,211,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.6517109999999999,0.672056,1,1
syn_0822,syn_0822.dart,"geometry on integer coordinates (areas, overlaps, manhattan distance)",medium,or_qwen_plus,qwen/qwen3.7-plus,1290,1290,29,1,1625,11414,253,88,6,72,479,127,352,246,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.526368,0.5203375,1,1
syn_0842,syn_0842.dart,"state machine simulation (parsers for tiny grammars, token scanners)",medium,or_qwen_plus,qwen/qwen3.7-plus,1528,1528,20,1,1305,10295,234,61,4,45,216,83,133,227,0,0,6,0,1,0,0.6,1.0,0.0,0.0,0.0,0.636174,0.6369666666666667,1,1
syn_0856,syn_0856.dart,"recursion (trees, divide and conquer, backtracking on small inputs)",hard,or_qwen_plus,qwen/qwen3.7-plus,1272,1272,38,1,1419,11743,265,67,5,51,311,92,219,256,0,0,1,0,1,0,0.1,0.5,0.0,0.0,0.0,0.528234,0.62427,1,1
syn_0867,syn_0867.dart,"geometry on integer coordinates (areas, overlaps, manhattan distance)",hard,or_qwen_plus,qwen/qwen3.7-plus,1438,1438,23,1,1279,27039,628,113,8,97,574,157,417,619,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.42008600000000007,0.42733800000000005,1,1
syn_0869,syn_0869.dart,"string encoding/decoding (run-length, caesar, simple checksums)",medium,or_qwen_plus,qwen/qwen3.7-plus,1664,1664,23,1,1294,19316,448,94,6,78,339,131,208,439,0,0,1,0,1,0,0.1,0.5,0.0,0.0,0.0,0.592647,0.62695,1,1
syn_0872,syn_0872.dart,"search problems (binary search variants, kth element)",hard,or_qwen_plus,qwen/qwen3.7-plus,1732,1732,27,1,1508,19788,462,99,7,83,463,136,327,455,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.687585,0.680372,1,1
syn_0873,syn_0873.dart,matrix / 2D grid traversal and transformation,hard,or_qwen_plus,qwen/qwen3.7-plus,1324,1324,25,1,1426,31413,724,127,8,111,617,178,439,717,0,0,2,0,1,0,0.2,0.7777777777777778,0.0,0.0,0.0,0.398802,0.431515,1,1
syn_0888,syn_0888.dart,"recursion (trees, divide and conquer, backtracking on small inputs)",hard,or_qwen_plus,qwen/qwen3.7-plus,1244,1244,22,1,1160,2220,55,8,1,0,16,8,8,48,0,0,9,0,1,0,0.9,1.0,0.0,0.0,0.0,0.6489,0.6468277777777778,1,1
